ردیف,عنوان,شاپا,شاپای الکترونیکی,ضریب تاثیر,سال,استنادهای تجمعی,ضريب تاثير آنی,مقالات,کیفیت در موضوع سطح میانی,زبان,کشور,استان,ناشر
2823,جامعه پژوهي فرهنگي,23830468,23830476,0.111,1392,4,0,26,علوم اجتماعي (Q2),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2824,جامعه پژوهي فرهنگي,23830468,23830476,0.026,1393,7,0,24,علوم اجتماعي (Q4),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2825,جامعه پژوهي فرهنگي,23830468,23830476,0.04,1394,14,0,24,علوم اجتماعي (Q3),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2826,جامعه پژوهي فرهنگي,23830468,23830476,0.125,1395,44,0.045,22,علوم اجتماعي (Q3),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2827,جامعه پژوهي فرهنگي,23830468,23830476,0.208,1398,95,0,24,علوم اجتماعي (Q3),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2828,جامعه پژوهي فرهنگي,23830468,23830476,0.362,1397,84,0,24,علوم اجتماعي (Q1),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2829,جامعه پژوهي فرهنگي,23830468,23830476,0.333,1401,147,0,27,علوم اجتماعي (Q2),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2830,جامعه پژوهي فرهنگي,23830468,23830476,0.412,1400,160,0,24,علوم اجتماعي (Q2),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2831,جامعه پژوهي فرهنگي,23830468,23830476,0.292,1399,122,0,27,علوم اجتماعي (Q3),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2832,جامعه پژوهي فرهنگي,23830468,23830476,0.319,1396,48,0,24,علوم اجتماعي (Q1),فارسی,ايران,تهران,پژوهشگاه علوم انساني و مطالعات فرهنگي
2833,"جامعه، فرهنگ و رسانه",38552322,38552320,N/A,1401,45,N/A,43,علوم اجتماعي (N/A),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2834,"جامعه، فرهنگ و رسانه",38552322,38552320,N/A,1400,45,N/A,31,علوم اجتماعي (N/A),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2835,"جامعه، فرهنگ و رسانه",38552322,38552320,0.057,1399,30,0.048,21,علوم اجتماعي (Q4),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2836,"جامعه، فرهنگ و رسانه",38552322,38552320,0.091,1398,30,0,26,علوم اجتماعي (Q4),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2837,"جامعه، فرهنگ و رسانه",38552322,38552320,0.123,1395,17,0,28,علوم اجتماعي (Q3),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2838,"جامعه، فرهنگ و رسانه",38552322,38552320,0.079,1392,3,0,31,علوم اجتماعي (Q2),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2839,"جامعه، فرهنگ و رسانه",38552322,38552320,0.016,1393,2,0,36,علوم اجتماعي (Q4),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2840,"جامعه، فرهنگ و رسانه",38552322,38552320,0.06,1394,5,0,21,علوم اجتماعي (Q3),فارسی,ايران,تهران,انجمن ايراني مطالعات فرهنگي و ارتباطات
2841,جاويدان خرد,22518932,26766140,0.045,1389,3,0,27,فلسفه و كلام (Q3),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2842,جاويدان خرد,22518932,26766140,0.031,1390,2,0,20,فلسفه و كلام (Q4),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2843,جاويدان خرد,22518932,26766140,0,1391,1,0,14,فلسفه و كلام (N/A),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2844,جاويدان خرد,22518932,26766140,0,1392,3,0,13,فلسفه و كلام (N/A),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2845,جاويدان خرد,22518932,26766140,0,1393,3,0,13,فلسفه و كلام (N/A),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2846,جاويدان خرد,22518932,26766140,0.038,1394,8,0,16,فلسفه و كلام (Q2),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2847,جاويدان خرد,22518932,26766140,0.149,1401,50,0.059,34,علوم انساني (Q3),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2848,جاويدان خرد,22518932,26766140,0.059,1396,12,0,25,علوم انساني (Q3),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2849,جاويدان خرد,22518932,26766140,0.116,1397,22,0,26,علوم انساني (Q2),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2850,جاويدان خرد,22518932,26766140,0.039,1398,20,0,24,علوم انساني (Q4),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2851,جاويدان خرد,22518932,26766140,0.04,1399,37,0,0,علوم انساني (Q4),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
2852,جاويدان خرد,22518932,26766140,0.128,1400,42,0.042,24,علوم انساني (Q3),فارسی,ايران,تهران,موسسه پژوهشي حكمت و فلسفه ايران
